code,vul_id,severity,line_no
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,1,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",703,3,4
password = 'hardcoded_password123'  # CWE-798,703,3,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",918,2,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",328,1,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",601,0,-1
password = 'hardcoded_password123'  # CWE-798,23,0,-1
password = 'hardcoded_password123'  # CWE-798,1191,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1231,3,11
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",311,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",287,2,1
password = 'hardcoded_password123'  # CWE-798,502,2,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",77,1,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",330,1,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",369,1,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",359,3,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",862,3,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",200,3,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",352,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",91,1,14
password = 'hardcoded_password123'  # CWE-798,863,3,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",311,3,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",20,2,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1021,1,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",306,2,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",787,1,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",191,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",330,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",248,2,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",77,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",191,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",327,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,3,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",248,3,12
password = 'hardcoded_password123'  # CWE-798,22,3,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",22,1,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",20,2,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,3,1
password = 'hardcoded_password123'  # CWE-798,918,1,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",201,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",16,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",311,3,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",311,3,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",209,3,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",327,1,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",311,2,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",400,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,2,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",22,2,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",119,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",502,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",91,1,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",369,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",120,1,6
password = 'hardcoded_password123'  # CWE-798,359,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",862,2,14
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",352,2,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",74,2,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",20,3,15
password = 'hardcoded_password123'  # CWE-798,330,3,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,1,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",94,3,1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1231,1,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1189,0,-1
password = 'hardcoded_password123'  # CWE-798,327,2,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,0,-1
password = 'hardcoded_password123'  # CWE-798,1321,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",209,3,15
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",119,2,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",209,3,14
password = 'hardcoded_password123'  # CWE-798,359,3,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",73,3,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",326,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",326,2,4
password = 'hardcoded_password123'  # CWE-798,74,2,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",328,3,2
password = 'hardcoded_password123'  # CWE-798,369,2,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,1,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",16,1,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",22,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",78,1,9
password = 'hardcoded_password123'  # CWE-798,918,3,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",248,1,10
password = 'hardcoded_password123'  # CWE-798,502,3,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",77,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",89,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1021,3,11
password = 'hardcoded_password123'  # CWE-798,319,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",16,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",201,0,-1
password = 'hardcoded_password123'  # CWE-798,200,3,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,3,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1021,2,1
password = 'hardcoded_password123'  # CWE-798,79,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",201,0,-1
password = 'hardcoded_password123'  # CWE-798,1021,0,-1
password = 'hardcoded_password123'  # CWE-798,918,2,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",732,0,-1
password = 'hardcoded_password123'  # CWE-798,369,2,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,1,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",369,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",330,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",23,2,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,3,11
password = 'hardcoded_password123'  # CWE-798,416,2,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",191,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",78,2,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",16,1,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",119,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",77,3,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",502,1,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",918,3,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",90,3,10
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",798,2,15
password = 'hardcoded_password123'  # CWE-798,78,3,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,1,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",191,3,5
password = 'hardcoded_password123'  # CWE-798,287,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,0,-1
password = 'hardcoded_password123'  # CWE-798,79,3,14
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1021,1,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",359,1,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",330,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1021,1,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",352,2,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",310,2,4
password = 'hardcoded_password123'  # CWE-798,703,1,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",352,3,1
password = 'hardcoded_password123'  # CWE-798,22,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",23,2,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",287,3,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",287,2,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",94,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",917,1,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",191,1,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",77,1,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",248,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,2,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",119,2,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",79,2,4
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",416,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,3,9
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",310,3,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",79,3,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,2,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1231,2,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",78,2,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1231,2,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,2,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",77,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1189,2,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",862,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",310,3,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",327,3,11
password = 'hardcoded_password123'  # CWE-798,319,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",319,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",502,3,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",120,2,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",352,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",73,3,1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,2,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",601,3,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",78,2,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",125,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",209,1,12
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",22,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",94,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,3,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",91,2,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",922,1,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",74,2,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",787,1,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",400,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",190,2,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",703,1,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",90,3,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",400,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",703,1,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",306,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",369,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1231,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",400,1,9
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",94,2,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",200,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,3,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",917,1,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",20,1,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",120,2,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",190,3,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,2,13
password = 'hardcoded_password123'  # CWE-798,284,1,3
password = 'hardcoded_password123'  # CWE-798,90,1,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",190,1,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",311,2,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",90,3,10
password = 'hardcoded_password123'  # CWE-798,326,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",248,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",400,2,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",77,1,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,3,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",125,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1191,1,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,3,7
password = 'hardcoded_password123'  # CWE-798,1189,2,4
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",120,2,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",248,3,9
password = 'hardcoded_password123'  # CWE-798,326,1,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1231,3,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1021,2,2
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1021,2,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",703,3,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1321,3,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",20,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",191,1,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",73,2,11
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",284,2,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1231,3,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",190,2,1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",359,3,13
password = 'hardcoded_password123'  # CWE-798,352,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",918,1,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",16,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",601,3,13
password = 'hardcoded_password123'  # CWE-798,359,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",190,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",74,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",476,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",119,0,-1
password = 'hardcoded_password123'  # CWE-798,1321,2,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",918,2,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",798,2,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",79,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",502,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,2,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",476,1,5
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",191,2,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,2,12
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1021,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",77,3,2
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",306,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1231,1,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,2,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1231,1,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,1,2
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",732,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",306,2,14
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",326,1,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1231,3,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",74,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",732,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",310,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",287,3,2
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,1,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",94,2,13
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",330,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",94,3,13
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",125,3,13
password = 'hardcoded_password123'  # CWE-798,1231,2,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",787,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",330,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1321,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",77,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",703,1,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",74,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",120,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",73,3,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",200,3,14
password = 'hardcoded_password123'  # CWE-798,327,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",787,3,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",91,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",917,1,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",89,3,5
password = 'hardcoded_password123'  # CWE-798,416,2,11
